time,absolute_time,de,de76,de2000,dl,da,db,dc,dh,lab_l,lab_a,lab_b,rgb_r,rgb_g,rgb_b,calibrated,sample_size_cm,de_method
3162.1240277290344,1756363897.5751727,1.6,2.4,1.6,2.3,-0.6,-0.4,0.7,-0.2,6.9,-2.9,-3.2,10.046440972222221,21.05425347222222,23.98263888888889,True,1.6000000000000005,CIE2000
3162.2402086257935,1756363897.6913536,2.1,2.9,2.1,-2.2,0.2,1.8,-1.3,-1.3,2.4,-2.1,-1.0,2.3441840277777777,9.721354166666666,9.75,True,1.6000000000000005,CIE2000
3162.361265182495,1756363897.81241,1.5,2.0,1.5,-1.6,0.1,1.2,-0.9,-0.8,3.0,-2.2,-1.6,3.018663194444444,11.34765625,12.152777777777777,True,1.6000000000000005,CIE2000
3163.520234823227,1756363898.9713798,1.9,2.6,1.9,-2.0,0.1,1.7,-1.2,-1.2,2.6,-2.2,-1.1,2.697482638888889,10.331597222222221,10.776041666666666,True,1.6000000000000005,CIE2000
3163.5499081611633,1756363899.001053,1.2,1.1,1.2,0.5,-0.9,-0.0,0.7,-0.7,5.1,-3.2,-2.8,6.427517361111111,18.07769097222222,20.428819444444443,True,1.6000000000000005,CIE2000
3163.6754519939423,1756363899.126597,1.9,2.3,1.9,-1.5,-0.4,1.7,-0.7,-1.6,3.1,-2.7,-1.1,3.341145833333333,12.273871527777777,12.319444444444445,True,1.6000000000000005,CIE2000
3163.751315832138,1756363899.2024608,0.6,0.8,0.6,-0.7,0.1,0.5,-0.4,-0.3,3.9,-2.2,-2.3,4.703993055555555,13.641059027777777,15.592013888888888,True,1.6000000000000005,CIE2000
3164.890463113785,1756363900.341608,2.7,3.5,2.7,-2.4,0.0,2.5,-1.3,-2.1,2.2,-2.3,-0.3,2.149739583333333,9.291666666666666,8.074652777777777,True,1.6000000000000005,CIE2000
3164.9271454811096,1756363900.3782904,1.7,2.5,1.7,2.1,-0.2,-1.3,1.1,0.6,6.7,-2.5,-4.1,10.568576388888888,20.637152777777775,25.810763888888886,True,1.6000000000000005,CIE2000
3165.097284078598,1756363900.548429,2.6,3.4,2.6,-2.3,0.2,2.4,-1.4,-2.0,2.3,-2.1,-0.4,2.318576388888889,9.338107638888888,8.434027777777777,True,1.6000000000000005,CIE2000
3165.1364974975586,1756363900.5876424,1.8,1.9,1.8,-0.8,-0.7,1.6,-0.4,-1.6,3.8,-3.0,-1.2,4.698350694444444,14.07204861111111,14.324652777777777,True,1.6000000000000005,CIE2000
3165.2325093746185,1756363900.6836543,0.9,1.0,0.9,-0.4,-0.4,0.8,-0.3,-0.8,4.2,-2.7,-2.0,5.315538194444444,14.997395833333332,16.203125,True,1.6000000000000005,CIE2000
3166.340798854828,1756363901.7919438,3.0,4.5,3.0,4.2,-1.0,-1.5,1.7,0.2,8.8,-3.3,-4.3,14.068576388888888,25.96440972222222,30.572916666666664,True,1.6000000000000005,CIE2000
3166.358423948288,1756363901.809569,1.7,2.4,1.7,-1.8,0.4,1.4,-1.3,-0.8,2.8,-1.9,-1.4,3.0907118055555554,10.48046875,11.07986111111111,True,1.6000000000000005,CIE2000
3166.4963772296906,1756363901.9475222,0.4,0.6,0.4,0.6,-0.0,-0.0,0.1,-0.0,5.2,-2.3,-2.8,7.13671875,16.860677083333332,19.505208333333332,True,1.6000000000000005,CIE2000
3166.619743347168,1756363902.0708883,1.7,2.0,1.7,-1.2,-0.4,1.5,-0.6,-1.5,3.4,-2.7,-1.3,3.734375,12.90798611111111,12.977430555555555,True,1.6000000000000005,CIE2000
3167.83442234993,1756363903.2855673,2.2,2.9,2.2,-2.1,0.1,2.0,-1.3,-1.5,2.5,-2.2,-0.8,2.4088541666666665,9.917534722222221,9.539930555555555,True,1.6000000000000005,CIE2000
3167.8546538352966,1756363903.3057988,2.0,2.8,2.0,2.5,-0.9,-0.8,1.2,-0.1,7.1,-3.2,-3.6,11.451822916666666,22.375,26.170138888888886,True,1.6000000000000005,CIE2000
3168.068761587143,1756363903.5199065,2.1,3.0,2.1,2.8,-1.0,-0.8,1.2,-0.2,7.4,-3.3,-3.6,11.512586805555555,23.0078125,26.520833333333332,True,1.6000000000000005,CIE2000
3168.118726015091,1756363903.569871,0.9,1.2,0.9,-1.1,0.3,0.6,-0.6,-0.1,3.5,-2.0,-2.2,4.313802083333333,12.724826388888888,14.633680555555555,True,1.6000000000000005,CIE2000
3168.19805765152,1756363903.6492026,1.2,1.6,1.2,-1.3,0.2,1.0,-0.8,-0.6,3.3,-2.1,-1.8,3.923177083333333,12.073784722222221,13.381944444444443,True,1.6000000000000005,CIE2000
3169.3249802589417,1756363904.7761252,1.1,1.4,1.1,1.2,0.4,-0.7,0.3,0.7,5.8,-1.9,-3.5,8.615885416666666,17.66362847222222,21.479166666666664,True,1.6000000000000005,CIE2000
3169.4373502731323,1756363904.8884952,3.1,3.9,3.1,-2.8,0.3,2.8,-1.6,-2.3,1.8,-2.0,-0.0,1.4583333333333333,7.905381944444444,6.263888888888888,True,1.6000000000000005,CIE2000
3169.4953804016113,1756363904.9465253,1.4,1.8,1.4,-1.4,0.4,1.1,-1.1,-0.5,3.2,-1.9,-1.7,3.795138888888889,11.588107638888888,12.605902777777777,True,1.6000000000000005,CIE2000
3169.610604286194,1756363905.0617492,1.2,1.7,1.2,-1.4,0.4,0.9,-0.9,-0.2,3.2,-1.9,-1.9,3.687065972222222,11.581597222222221,13.026041666666666,True,1.6000000000000005,CIE2000
3170.721690416336,1756363906.1728354,1.0,1.3,1.0,-1.0,-0.3,0.7,-0.3,-0.7,3.6,-2.6,-2.1,3.611545138888889,13.375868055555555,14.819444444444443,True,1.6000000000000005,CIE2000
3170.8272416591644,1756363906.2783866,0.8,1.1,0.8,1.0,-0.4,-0.2,0.4,-0.2,5.6,-2.7,-3.0,7.442708333333333,18.216145833333332,20.84201388888889,True,1.6000000000000005,CIE2000
3170.894101381302,1756363906.3452463,2.9,3.7,2.9,-2.7,0.2,2.6,-1.5,-2.1,1.9,-2.1,-0.2,1.569878472222222,8.256944444444445,7.154513888888888,True,1.6000000000000005,CIE2000
3171.0213565826416,1756363906.4725015,3.0,3.8,3.0,-2.6,0.0,2.8,-1.4,-2.5,2.0,-2.3,0.0,1.630642361111111,8.622395833333332,6.751736111111111,True,1.6000000000000005,CIE2000
3171.101667881012,1756363906.5528128,2.5,3.3,2.5,-2.4,0.2,2.3,-1.4,-1.8,2.2,-2.1,-0.5,2.017361111111111,9.012152777777777,8.35763888888889,True,1.6000000000000005,CIE2000
3172.231195449829,1756363907.6823404,2.3,3.0,2.3,-2.3,0.2,2.0,-1.3,-1.4,2.3,-2.1,-0.8,2.0355902777777777,9.40017361111111,9.1875,True,1.6000000000000005,CIE2000
3172.2621207237244,1756363907.7132657,2.4,3.7,2.4,3.4,-0.7,-1.1,1.3,0.1,8.0,-3.0,-3.9,11.96657986111111,23.90972222222222,27.899305555555554,True,1.6000000000000005,CIE2000
3172.3861293792725,1756363907.8372743,1.5,2.3,1.5,2.2,-0.5,-0.6,0.7,0.0,6.8,-2.8,-3.4,9.931857638888888,20.739149305555554,24.071180555555554,True,1.6000000000000005,CIE2000
3172.500314474106,1756363907.9514594,2.8,4.3,2.8,3.9,-0.6,-1.6,1.6,0.5,8.5,-2.9,-4.4,12.848524305555555,25.038194444444443,29.625,True,1.6000000000000005,CIE2000
3173.6473548412323,1756363909.0984998,1.5,2.4,1.5,2.2,-0.4,-0.6,0.7,0.1,6.8,-2.7,-3.4,10.108940972222221,20.96701388888889,24.380208333333332,True,1.6000000000000005,CIE2000
3173.6764862537384,1756363909.1276312,2.8,3.7,2.8,-2.7,0.3,2.5,-1.6,-2.0,1.9,-2.0,-0.3,1.700954861111111,8.27734375,7.21875,True,1.6000000000000005,CIE2000
3173.7944350242615,1756363909.24558,2.8,3.7,2.8,-2.7,0.4,2.5,-1.7,-1.9,1.9,-1.9,-0.3,1.7256944444444444,7.976128472222221,7.145833333333333,True,1.6000000000000005,CIE2000
3173.8706483840942,1756363909.3217933,2.5,3.3,2.5,-2.5,0.3,2.1,-1.5,-1.5,2.1,-2.0,-0.7,2.0594618055555554,8.968315972222221,8.39236111111111,True,1.6000000000000005,CIE2000
3174.019657611847,1756363909.4708025,3.0,3.8,3.0,-2.7,0.2,2.7,-1.5,-2.3,1.9,-2.1,-0.1,1.7821180555555554,8.254340277777777,6.807291666666666,True,1.6000000000000005,CIE2000
3175.1623072624207,1756363910.6134522,2.7,3.4,2.7,-2.3,-0.1,2.5,-1.2,-2.1,2.3,-2.4,-0.3,2.0004340277777777,9.470052083333332,8.288194444444445,True,1.6000000000000005,CIE2000
3175.1944930553436,1756363910.645638,1.2,1.9,1.2,1.8,-0.2,-0.7,0.6,0.3,6.4,-2.5,-3.5,9.092013888888888,19.768663194444443,23.328125,True,1.6000000000000005,CIE2000
3175.317784547806,1756363910.7689295,1.0,1.5,1.0,1.3,-0.3,-0.5,0.6,0.1,5.9,-2.6,-3.3,8.094184027777777,18.846354166666664,22.291666666666664,True,1.6000000000000005,CIE2000
3175.3936569690704,1756363910.844802,1.9,2.7,1.9,2.5,-0.9,-0.4,0.9,-0.4,7.1,-3.2,-3.2,10.131076388888888,21.907552083333332,24.57986111111111,True,1.6000000000000005,CIE2000
3175.4805114269257,1756363910.9316564,0.9,1.3,0.9,1.0,0.2,-0.7,0.4,0.6,5.6,-2.1,-3.5,8.088975694444445,17.721788194444443,21.449652777777775,True,1.6000000000000005,CIE2000
3176.5818209648132,1756363912.032966,1.7,2.5,1.7,2.3,-0.4,-1.0,1.1,0.3,6.9,-2.7,-3.8,11.020833333333332,21.25347222222222,25.9375,True,1.6000000000000005,CIE2000
3176.6744248867035,1756363912.1255698,1.4,1.9,1.4,-1.5,-0.0,1.1,-0.8,-0.9,3.1,-2.3,-1.7,3.042100694444444,11.796440972222221,12.723958333333332,True,1.6000000000000005,CIE2000
3176.7736315727234,1756363912.2247765,1.4,1.8,1.4,-1.4,-0.0,1.2,-0.8,-0.9,3.2,-2.3,-1.6,3.4344618055555554,12.08203125,12.789930555555555,True,1.6000000000000005,CIE2000
3176.938772916794,1756363912.3899179,0.4,0.6,0.4,0.6,-0.1,0.2,-0.1,-0.2,5.2,-2.4,-2.6,7.263454861111111,16.60112847222222,18.786458333333332,True,1.6000000000000005,CIE2000
3176.98557138443,1756363912.4367163,1.3,1.8,1.3,-1.4,0.4,1.0,-1.0,-0.4,3.2,-1.9,-1.8,3.8719618055555554,11.61892361111111,12.784722222222221,True,1.6000000000000005,CIE2000
3178.1170806884766,1756363913.5682256,0.4,0.5,0.4,-0.4,0.1,0.4,-0.3,-0.1,4.2,-2.2,-2.4,5.557725694444444,14.412326388888888,16.52951388888889,True,1.6000000000000005,CIE2000
3178.150224208832,1756363913.6013691,0.7,0.9,0.7,-0.4,-0.1,0.8,-0.5,-0.6,4.2,-2.4,-2.0,5.542534722222222,14.22048611111111,15.723958333333332,True,1.6000000000000005,CIE2000
3178.2549979686737,1756363913.706143,2.2,3.0,2.2,-2.2,0.2,2.0,-1.4,-1.4,2.4,-2.1,-0.8,2.4262152777777777,9.65234375,9.706597222222221,True,1.6000000000000005,CIE2000
3178.3805437088013,1756363913.8316886,2.5,3.2,2.5,-2.3,0.2,2.2,-1.5,-1.7,2.3,-2.1,-0.6,2.471788194444444,9.434027777777777,8.87673611111111,True,1.6000000000000005,CIE2000
3179.550477027893,1756363915.001622,1.4,1.8,1.4,-1.1,-0.2,1.4,-0.8,-1.1,3.5,-2.5,-1.4,3.8893229166666665,12.546006944444443,13.041666666666666,True,1.6000000000000005,CIE2000
3179.5817193984985,1756363915.0328643,1.9,2.4,1.9,-1.6,-0.1,1.7,-1.0,-1.5,3.0,-2.4,-1.1,3.4887152777777777,11.737413194444445,11.821180555555555,True,1.6000000000000005,CIE2000
3179.6905813217163,1756363915.1417263,0.9,0.8,0.9,-0.0,-0.6,0.4,0.2,-0.7,4.6,-2.9,-2.4,5.973090277777778,16.32204861111111,18.36111111111111,True,1.6000000000000005,CIE2000
3179.7879695892334,1756363915.2391145,1.0,1.2,1.0,-0.8,-0.3,0.9,-0.4,-0.8,3.8,-2.6,-1.9,4.674479166666666,13.769965277777777,15.409722222222221,True,1.6000000000000005,CIE2000
3180.9458673000336,1756363916.3970122,1.3,1.9,1.3,1.8,-0.4,-0.6,0.8,0.1,6.4,-2.7,-3.4,8.856336805555555,20.1171875,23.57986111111111,True,1.6000000000000005,CIE2000
3180.9813091754913,1756363916.432454,2.7,3.4,2.7,-2.4,-0.1,2.5,-1.2,-2.1,2.2,-2.4,-0.3,1.8754340277777777,9.483506944444445,8.215277777777777,True,1.6000000000000005,CIE2000
3181.140610933304,1756363916.5917559,1.2,1.7,1.2,-1.3,0.2,1.0,-0.8,-0.6,3.3,-2.1,-1.8,3.4947916666666665,11.884982638888888,13.145833333333332,True,1.6000000000000005,CIE2000
3181.1804876327515,1756363916.6316326,2.9,3.6,2.9,-2.5,0.1,2.7,-1.4,-2.3,2.1,-2.2,-0.1,2.231770833333333,9.015190972222221,7.428819444444444,True,1.6000000000000005,CIE2000
3181.257681131363,1756363916.708826,2.0,2.7,2.0,-2.0,0.2,1.7,-1.3,-1.2,2.6,-2.1,-1.1,2.591145833333333,10.17361111111111,10.366319444444445,True,1.6000000000000005,CIE2000
3182.446583509445,1756363917.8977284,2.3,3.0,2.3,-2.3,0.3,2.0,-1.5,-1.3,2.3,-2.0,-0.8,2.361111111111111,9.366319444444445,9.107638888888888,True,1.6000000000000005,CIE2000
3182.4827632904053,1756363917.9339082,1.8,2.5,1.8,2.3,-0.9,-0.5,1.0,-0.3,6.9,-3.2,-3.3,9.94704861111111,21.61892361111111,24.87326388888889,True,1.6000000000000005,CIE2000
3182.5907242298126,1756363918.0418692,0.8,1.1,0.8,-0.9,0.3,0.4,-0.5,0.0,3.7,-2.0,-2.4,4.610243055555555,13.100694444444443,15.458333333333332,True,1.6000000000000005,CIE2000
3182.685430288315,1756363918.1365752,0.4,0.6,0.4,-0.5,0.2,0.3,-0.3,-0.1,4.1,-2.1,-2.5,5.044704861111111,14.223090277777777,16.494791666666664,True,1.6000000000000005,CIE2000
3182.7553663253784,1756363918.2065113,0.2,0.2,0.2,0.0,-0.0,-0.2,0.2,0.1,4.6,-2.3,-3.0,6.135416666666666,16.05425347222222,19.244791666666664,True,1.6000000000000005,CIE2000
3183.9298589229584,1756363919.3810039,1.8,2.2,1.8,-1.4,-0.1,1.8,-1.0,-1.4,3.2,-2.4,-1.0,3.855034722222222,11.912760416666666,11.578125,True,1.6000000000000005,CIE2000
3184.0356628894806,1756363919.4868078,0.6,0.9,0.6,0.8,-0.2,0.3,-0.1,-0.4,5.4,-2.5,-2.5,7.643663194444444,17.236979166666664,19.210069444444443,True,1.6000000000000005,CIE2000
3184.152669906616,1756363919.6038148,1.8,2.4,1.8,-1.8,0.1,1.6,-1.1,-1.1,2.8,-2.2,-1.2,2.7352430555555554,10.737413194444445,10.911458333333332,True,1.6000000000000005,CIE2000
3184.2438566684723,1756363919.6950016,1.2,1.6,1.2,-1.2,-0.1,1.1,-0.7,-0.8,3.4,-2.4,-1.7,3.7634548611111107,12.781684027777777,13.75173611111111,True,1.6000000000000005,CIE2000
3185.398678779602,1756363920.8498237,2.6,3.4,2.6,-2.5,0.2,2.4,-1.5,-1.8,2.1,-2.1,-0.4,2.1141493055555554,8.975694444444445,8.086805555555555,True,1.6000000000000005,CIE2000
3185.4157338142395,1756363920.8668787,2.3,2.8,2.3,-1.8,-0.1,2.1,-1.1,-1.8,2.8,-2.4,-0.7,3.183159722222222,10.891493055555555,10.352430555555555,True,1.6000000000000005,CIE2000
3185.541431903839,1756363920.9925768,1.7,2.6,1.7,2.4,-0.5,-0.9,1.0,0.1,7.0,-2.8,-3.7,11.168836805555555,21.55642361111111,25.79861111111111,True,1.6000000000000005,CIE2000
3185.6226601600647,1756363921.073805,1.5,1.4,1.5,-0.3,-0.8,1.1,-0.1,-1.4,4.3,-3.1,-1.7,5.641493055555555,15.89453125,16.62152777777778,True,1.6000000000000005,CIE2000
3186.800633907318,1756363922.2517788,1.5,1.9,1.5,1.7,-0.8,0.4,0.3,-0.8,6.3,-3.1,-2.4,10.1875,19.989583333333332,22.192708333333332,True,1.6000000000000005,CIE2000
3186.835267305374,1756363922.2864122,0.6,0.8,0.6,-0.6,0.3,0.3,-0.4,-0.0,4.0,-2.0,-2.5,4.84765625,13.569010416666666,15.848958333333332,True,1.6000000000000005,CIE2000
3186.9339756965637,1756363922.3851206,0.9,1.1,0.9,-0.8,0.1,0.8,-0.6,-0.5,3.8,-2.2,-2.0,4.441840277777778,13.314670138888888,14.553819444444443,True,1.6000000000000005,CIE2000
3187.0697977542877,1756363922.5209427,0.7,1.0,0.7,1.0,-0.2,0.1,0.1,-0.2,5.6,-2.5,-2.7,7.87890625,17.524739583333332,20.03125,True,1.6000000000000005,CIE2000
3187.1216979026794,1756363922.5728428,2.7,4.2,2.7,4.0,-0.7,-1.2,1.4,0.2,8.6,-3.0,-4.0,13.234375,25.100694444444443,29.19097222222222,True,1.6000000000000005,CIE2000
3188.292294025421,1756363923.743439,0.3,0.5,0.3,0.5,-0.0,0.2,-0.1,-0.1,5.1,-2.3,-2.6,7.188802083333333,16.483506944444443,18.868055555555554,True,1.6000000000000005,CIE2000
3188.3255174160004,1756363923.7766623,1.0,1.4,1.0,-1.2,-0.0,0.8,-0.6,-0.6,3.4,-2.3,-2.0,3.9926215277777777,12.835069444444443,14.555555555555555,True,1.6000000000000005,CIE2000
3188.44979262352,1756363923.9009376,1.0,1.4,1.0,-1.2,0.4,0.5,-0.7,-0.1,3.4,-1.9,-2.3,4.019965277777778,12.1953125,14.409722222222221,True,1.6000000000000005,CIE2000
3188.514983892441,1756363923.9661288,0.6,0.5,0.6,-0.3,0.4,-0.2,-0.1,0.4,4.3,-1.9,-3.0,5.67578125,14.493055555555555,17.75347222222222,True,1.6000000000000005,CIE2000
3188.605350255966,1756363924.0564952,2.4,3.1,2.4,-2.2,-0.0,2.2,-1.2,-1.8,2.4,-2.3,-0.6,2.141927083333333,9.97048611111111,9.194444444444445,True,1.6000000000000005,CIE2000
3189.6438727378845,1756363925.0950177,1.2,1.9,1.2,1.8,-0.1,-0.7,0.6,0.3,6.4,-2.4,-3.5,9.272135416666666,19.688802083333332,23.12847222222222,True,1.6000000000000005,CIE2000
3189.7880647182465,1756363925.2392097,1.4,2.1,1.4,1.9,-0.1,-0.9,0.8,0.4,6.5,-2.4,-3.7,9.508680555555555,20.204427083333332,24.00347222222222,True,1.6000000000000005,CIE2000
3189.8808846473694,1756363925.3320296,1.8,2.8,1.8,2.7,-0.5,-0.3,0.6,-0.2,7.3,-2.8,-3.1,11.164930555555555,21.787760416666664,24.635416666666664,True,1.6000000000000005,CIE2000
3190.07972741127,1756363925.5308723,2.5,3.9,2.5,3.7,-0.7,-0.8,1.1,-0.0,8.3,-3.0,-3.6,13.171006944444443,24.39670138888889,27.914930555555554,True,1.6000000000000005,CIE2000
3190.1369302272797,1756363925.5880752,0.3,0.3,0.3,-0.0,-0.2,0.3,-0.1,-0.3,4.6,-2.5,-2.5,6.487413194444444,15.611545138888888,18.19097222222222,True,1.6000000000000005,CIE2000
3190.2357366085052,1756363925.6868815,3.5,5.3,3.5,4.8,-1.1,-1.7,2.0,0.2,9.4,-3.4,-4.5,15.45876736111111,27.881944444444443,32.326388888888886,True,1.6000000000000005,CIE2000
3191.440408229828,1756363926.8915532,1.9,2.5,1.9,-1.9,-0.1,1.6,-0.9,-1.3,2.7,-2.4,-1.2,2.605034722222222,11.02734375,11.307291666666666,True,1.6000000000000005,CIE2000
3191.478280544281,1756363926.9294255,1.2,1.7,1.2,-1.4,0.2,1.0,-0.8,-0.6,3.2,-2.1,-1.8,3.677951388888889,11.930555555555555,13.258680555555555,True,1.6000000000000005,CIE2000
3191.579169034958,1756363927.030314,1.9,2.6,1.9,-2.0,-0.0,1.6,-1.0,-1.3,2.6,-2.3,-1.2,2.35546875,10.54470486111111,10.765625,True,1.6000000000000005,CIE2000
3191.664153814316,1756363927.1152987,2.8,3.6,2.8,-2.5,0.1,2.6,-1.4,-2.1,2.1,-2.2,-0.2,1.919704861111111,8.953993055555555,7.631944444444444,True,1.6000000000000005,CIE2000
3191.7767708301544,1756363927.2279158,0.5,0.8,0.5,-0.8,0.1,0.2,-0.2,-0.1,3.8,-2.2,-2.6,4.858506944444444,13.901041666666666,16.552083333333332,True,1.6000000000000005,CIE2000
3192.9296102523804,1756363928.3807552,1.9,2.5,1.9,-1.8,0.0,1.7,-1.1,-1.3,2.8,-2.3,-1.1,3.179253472222222,11.057725694444445,10.930555555555555,True,1.6000000000000005,CIE2000
3192.9658386707306,1756363928.4169836,1.7,2.6,1.7,2.4,-0.6,-0.7,0.9,-0.0,7.0,-2.9,-3.5,10.401475694444445,21.680555555555554,25.039930555555554,True,1.6000000000000005,CIE2000
3193.100209236145,1756363928.5513542,1.2,1.6,1.2,1.4,-0.6,-0.3,0.7,-0.3,6.0,-2.9,-3.1,8.372395833333332,19.51736111111111,22.527777777777775,True,1.6000000000000005,CIE2000
3193.23943400383,1756363928.690579,0.7,0.6,0.7,0.1,-0.5,0.4,0.1,-0.6,4.7,-2.8,-2.4,6.078125,16.36892361111111,18.26736111111111,True,1.6000000000000005,CIE2000
3193.290172815323,1756363928.7413177,1.8,2.1,1.8,-1.3,-0.4,1.6,-0.6,-1.5,3.3,-2.7,-1.2,3.7504340277777777,12.896701388888888,13.131944444444443,True,1.6000000000000005,CIE2000
