time,absolute_time,de,de76,de2000,dl,da,db,dc,dh,lab_l,lab_a,lab_b,rgb_r,rgb_g,rgb_b,calibrated,sample_size_cm,de_method
6.941558837890625,1756358203.4211195,21.4,21.4,21.4,-19.9,-7.7,1.4,7.8,0,30.1,-7.7,1.4,58.09777777777778,74.1511111111111,68.3,False,1.0,CIE76
7.060597658157349,1756358203.5401583,21.5,21.5,21.5,-19.9,-7.8,1.8,8.0,0,30.1,-7.8,1.8,58.28888888888889,74.24666666666667,67.83111111111111,False,1.0,CIE76
7.1735382080078125,1756358203.6530988,21.3,21.3,21.3,-20.0,-7.3,1.3,7.4,0,30.0,-7.3,1.3,58.666666666666664,73.83666666666667,68.33,False,1.0,CIE76
7.295567512512207,1756358203.7751281,21.4,21.4,21.4,-20.0,-7.4,1.5,7.5,0,30.0,-7.4,1.5,58.56,73.82777777777778,68.05555555555556,False,1.0,CIE76
7.452808856964111,1756358203.9323695,21.4,21.4,21.4,-19.9,-7.7,1.9,8.0,0,30.1,-7.7,1.9,58.56,74.13777777777777,67.57,False,1.0,CIE76
7.550408124923706,1756358204.0299687,21.6,21.6,21.6,-19.9,-8.2,2.0,8.4,0,30.1,-8.2,2.0,57.87111111111111,74.45444444444445,67.50666666666666,False,1.0,CIE76
7.672414779663086,1756358204.1519754,21.5,21.5,21.5,-19.9,-7.9,1.9,8.1,0,30.1,-7.9,1.9,58.19555555555556,74.18111111111111,67.54444444444445,False,1.0,CIE76
7.787075519561768,1756358204.2666361,21.4,21.4,21.4,-20.0,-7.4,1.3,7.5,0,30.0,-7.4,1.3,58.40888888888889,73.82111111111111,68.28111111111112,False,1.0,CIE76
7.912476301193237,1756358204.392037,21.6,21.6,21.6,-19.9,-8.1,1.9,8.3,0,30.1,-8.1,1.9,57.88,74.27111111111111,67.52333333333333,False,1.0,CIE76
8.045971632003784,1756358204.5255322,21.4,21.4,21.4,-19.9,-7.7,1.7,7.9,0,30.1,-7.7,1.7,58.34222222222222,74.15,67.93333333333334,False,1.0,CIE76
8.164107084274292,1756358204.6436677,21.4,21.4,21.4,-20.0,-7.4,1.2,7.5,0,30.0,-7.4,1.2,58.315555555555555,73.81444444444445,68.47222222222223,False,1.0,CIE76
8.305012464523315,1756358204.784573,21.4,21.4,21.4,-20.0,-7.5,1.5,7.6,0,30.0,-7.5,1.5,58.45777777777778,73.8488888888889,68.0111111111111,False,1.0,CIE76
8.416026830673218,1756358204.8955874,21.5,21.5,21.5,-20.0,-7.7,1.5,7.8,0,30.0,-7.7,1.5,58.12,74.00888888888889,68.04555555555555,False,1.0,CIE76
8.558298110961914,1756358205.0378587,21.5,21.5,21.5,-19.9,-7.8,1.7,8.0,0,30.1,-7.8,1.7,58.23111111111111,74.1,67.75555555555556,False,1.0,CIE76
8.67887544631958,1756358205.158436,21.4,21.4,21.4,-20.0,-7.6,1.6,7.7,0,30.0,-7.6,1.6,58.48,74.0,67.97111111111111,False,1.0,CIE76
8.797229290008545,1756358205.27679,21.5,21.5,21.5,-19.9,-7.8,1.7,8.0,0,30.1,-7.8,1.7,58.16,74.17333333333333,67.83222222222223,False,1.0,CIE76
8.923550128936768,1756358205.4031107,21.4,21.4,21.4,-20.0,-7.6,1.6,7.7,0,30.0,-7.6,1.6,58.404444444444444,73.87555555555555,67.81,False,1.0,CIE76
9.033514022827148,1756358205.5130746,21.5,21.5,21.5,-19.9,-8.0,1.9,8.2,0,30.1,-8.0,1.9,57.995555555555555,74.28555555555556,67.59,False,1.0,CIE76
9.178632736206055,1756358205.6581933,21.4,21.4,21.4,-20.0,-7.4,1.3,7.5,0,30.0,-7.4,1.3,58.44888888888889,73.81222222222222,68.23444444444445,False,1.0,CIE76
9.296282291412354,1756358205.775843,21.4,21.4,21.4,-19.9,-7.7,1.6,7.8,0,30.1,-7.7,1.6,58.324444444444445,74.08888888888889,67.99444444444444,False,1.0,CIE76
9.40928864479065,1756358205.8888493,21.5,21.5,21.5,-20.0,-7.8,2.0,8.0,0,30.0,-7.8,2.0,58.422222222222224,74.06,67.37777777777778,False,1.0,CIE76
9.543537855148315,1756358206.0230985,21.4,21.4,21.4,-20.0,-7.3,1.4,7.5,0,30.0,-7.3,1.4,58.51111111111111,73.7611111111111,68.16444444444444,False,1.0,CIE76
9.657327890396118,1756358206.1368885,21.6,21.6,21.6,-19.9,-8.0,1.9,8.2,0,30.1,-8.0,1.9,58.053333333333335,74.17333333333333,67.42111111111112,False,1.0,CIE76
9.800438642501831,1756358206.2799993,21.6,21.6,21.6,-19.9,-8.2,2.1,8.5,0,30.1,-8.2,2.1,57.78666666666667,74.44333333333333,67.34222222222222,False,1.0,CIE76
9.935769319534302,1756358206.41533,21.5,21.5,21.5,-19.9,-7.9,1.8,8.1,0,30.1,-7.9,1.8,58.19555555555556,74.24,67.72888888888889,False,1.0,CIE76
10.034072399139404,1756358206.513633,21.4,21.4,21.4,-20.0,-7.4,1.5,7.6,0,30.0,-7.4,1.5,58.48888888888889,73.79666666666667,68.05,False,1.0,CIE76
10.180333614349365,1756358206.6598942,21.3,21.3,21.3,-20.0,-7.1,1.2,7.2,0,30.0,-7.1,1.2,58.87111111111111,73.63555555555556,68.33111111111111,False,1.0,CIE76
10.288698434829712,1756358206.768259,21.4,21.4,21.4,-20.0,-7.6,1.4,7.8,0,30.0,-7.6,1.4,58.16,73.94555555555556,68.07,False,1.0,CIE76
10.410775899887085,1756358206.8903365,21.4,21.4,21.4,-19.9,-7.7,1.5,7.9,0,30.1,-7.7,1.5,58.297777777777775,74.24777777777778,68.20111111111112,False,1.0,CIE76
10.53800916671753,1756358207.0175698,21.2,21.2,21.2,-19.8,-7.4,1.3,7.5,0,30.2,-7.4,1.3,58.888888888888886,74.39111111111112,68.77666666666667,False,1.0,CIE76
10.656567573547363,1756358207.1361282,21.1,21.1,21.1,-19.6,-7.6,1.5,7.8,0,30.4,-7.6,1.5,58.964444444444446,74.76,68.83888888888889,False,1.0,CIE76
10.79673981666565,1756358207.2763004,20.9,20.9,20.9,-19.4,-7.8,1.5,7.9,0,30.6,-7.8,1.5,59.38666666666666,75.47222222222223,69.46777777777778,False,1.0,CIE76
10.90975284576416,1756358207.3893135,20.8,20.8,20.8,-19.2,-7.8,1.7,8.0,0,30.8,-7.8,1.7,59.89333333333333,75.89,69.47222222222223,False,1.0,CIE76
11.04170536994934,1756358207.521266,21.1,21.1,21.1,-19.5,-7.9,1.6,8.1,0,30.5,-7.9,1.6,58.964444444444446,75.24,68.93222222222222,False,1.0,CIE76
11.163846969604492,1756358207.6434076,21.1,21.1,21.1,-19.7,-7.5,1.5,7.7,0,30.3,-7.5,1.5,59.09777777777778,74.60555555555555,68.75111111111111,False,1.0,CIE76
11.308595895767212,1756358207.7881565,21.2,21.2,21.2,-19.9,-7.2,1.1,7.3,0,30.1,-7.2,1.1,59.03111111111111,74.07666666666667,68.93888888888888,False,1.0,CIE76
11.43599557876587,1756358207.9155562,21.3,21.3,21.3,-19.8,-7.5,1.6,7.7,0,30.2,-7.5,1.6,58.937777777777775,74.25666666666666,68.16333333333333,False,1.0,CIE76
11.550209522247314,1756358208.0297701,21.4,21.4,21.4,-19.8,-7.7,1.9,7.9,0,30.2,-7.7,1.9,58.81333333333333,74.35111111111111,67.81111111111112,False,1.0,CIE76
11.675031900405884,1756358208.1545925,21.2,21.2,21.2,-19.8,-7.4,1.3,7.5,0,30.2,-7.4,1.3,58.78666666666667,74.24,68.63777777777777,False,1.0,CIE76
11.805394887924194,1756358208.2849555,21.1,21.1,21.1,-19.7,-7.4,1.1,7.5,0,30.3,-7.4,1.1,58.977777777777774,74.52666666666667,69.20555555555555,False,1.0,CIE76
11.920468807220459,1756358208.4000294,21.3,21.3,21.3,-19.8,-7.6,1.7,7.8,0,30.2,-7.6,1.7,58.88444444444445,74.44333333333333,68.16222222222223,False,1.0,CIE76
12.041070699691772,1756358208.5206313,21.4,21.4,21.4,-20.0,-7.3,1.4,7.5,0,30.0,-7.3,1.4,58.54222222222222,73.75444444444445,68.11777777777777,False,1.0,CIE76
12.188558101654053,1756358208.6681187,21.5,21.5,21.5,-20.2,-7.4,1.5,7.6,0,29.8,-7.4,1.5,58.12888888888889,73.44666666666667,67.58,False,1.0,CIE76
12.291531801223755,1756358208.7710924,21.6,21.6,21.6,-20.3,-7.2,1.6,7.3,0,29.7,-7.2,1.6,58.39111111111111,72.99888888888889,67.19666666666667,False,1.0,CIE76
12.407660961151123,1756358208.8872216,21.8,21.8,21.8,-20.4,-7.5,1.8,7.7,0,29.6,-7.5,1.8,57.76,72.94222222222223,66.67333333333333,False,1.0,CIE76
12.542319297790527,1756358209.02188,22.1,22.1,22.1,-20.8,-7.3,1.5,7.5,0,29.2,-7.3,1.5,57.06666666666667,72.02111111111111,66.21222222222222,False,1.0,CIE76
12.658548593521118,1756358209.1381092,22.2,22.2,22.2,-21.0,-7.3,1.5,7.4,0,29.0,-7.3,1.5,56.644444444444446,71.55666666666667,65.87777777777778,False,1.0,CIE76
12.796006202697754,1756358209.2755668,22.5,22.5,22.5,-21.4,-6.9,1.2,7.0,0,28.6,-6.9,1.2,56.24,70.31333333333333,65.28,False,1.0,CIE76
12.93837857246399,1756358209.4179392,22.8,22.8,22.8,-21.5,-7.4,1.7,7.6,0,28.5,-7.4,1.7,55.586666666666666,70.45222222222222,64.34666666666666,False,1.0,CIE76
13.035605669021606,1756358209.5151663,23.0,23.0,23.0,-21.7,-7.4,1.9,7.7,0,28.3,-7.4,1.9,55.266666666666666,70.0,63.693333333333335,False,1.0,CIE76
13.179553508758545,1756358209.6591141,22.1,22.1,22.1,-20.8,-7.4,1.8,7.6,0,29.2,-7.4,1.8,57.062222222222225,71.99,65.75777777777778,False,1.0,CIE76
13.288761615753174,1756358209.7683222,22.2,22.2,22.2,-20.7,-7.8,1.9,8.0,0,29.3,-7.8,1.9,56.66222222222222,72.22111111111111,65.65444444444445,False,1.0,CIE76
13.418744564056396,1756358209.8983052,22.0,22.0,22.0,-20.7,-7.3,1.6,7.5,0,29.3,-7.3,1.6,57.33777777777778,72.2911111111111,66.41111111111111,False,1.0,CIE76
13.545046091079712,1756358210.0246067,22.2,22.2,22.2,-20.8,-7.6,1.7,7.8,0,29.2,-7.6,1.7,56.666666666666664,72.14111111111112,65.95222222222222,False,1.0,CIE76
13.688418865203857,1756358210.1679795,21.9,21.9,21.9,-20.6,-7.3,1.2,7.4,0,29.4,-7.3,1.2,57.03111111111111,72.32888888888888,67.00777777777778,False,1.0,CIE76
13.789392709732056,1756358210.2689533,22.2,22.2,22.2,-20.7,-7.6,1.7,7.8,0,29.3,-7.6,1.7,56.693333333333335,72.16666666666667,66.00555555555556,False,1.0,CIE76
13.921548843383789,1756358210.4011095,22.1,22.1,22.1,-20.8,-7.4,1.6,7.5,0,29.2,-7.4,1.6,56.986666666666665,72.02222222222223,66.0988888888889,False,1.0,CIE76
14.046701192855835,1756358210.5262618,21.9,21.9,21.9,-20.6,-7.2,1.5,7.3,0,29.4,-7.2,1.5,57.675555555555555,72.35666666666667,66.73555555555555,False,1.0,CIE76
14.17763066291809,1756358210.6571913,22.0,22.0,22.0,-20.6,-7.6,1.6,7.8,0,29.4,-7.6,1.6,56.92888888888889,72.43111111111111,66.49444444444444,False,1.0,CIE76
14.295024394989014,1756358210.774585,22.1,22.1,22.1,-20.7,-7.6,1.5,7.7,0,29.3,-7.6,1.5,56.80888888888889,72.31666666666666,66.41222222222223,False,1.0,CIE76
14.432510137557983,1756358210.9120708,21.9,21.9,21.9,-20.6,-7.3,1.2,7.4,0,29.4,-7.3,1.2,57.2,72.48444444444445,67.15,False,1.0,CIE76
14.556577205657959,1756358211.0361378,21.8,21.8,21.8,-20.6,-7.0,1.0,7.1,0,29.4,-7.0,1.0,57.653333333333336,72.29666666666667,67.36,False,1.0,CIE76
14.679290533065796,1756358211.1588511,22.0,22.0,22.0,-20.6,-7.5,1.6,7.7,0,29.4,-7.5,1.6,57.22666666666667,72.55444444444444,66.59,False,1.0,CIE76
14.81647539138794,1756358211.296036,22.5,22.5,22.5,-21.2,-7.4,1.4,7.5,0,28.8,-7.4,1.4,55.89333333333333,71.02888888888889,65.44333333333333,False,1.0,CIE76
14.930363655090332,1756358211.4099243,21.8,21.8,21.8,-20.6,-7.0,1.0,7.1,0,29.4,-7.0,1.0,57.48444444444444,72.30888888888889,67.45111111111112,False,1.0,CIE76
15.066717863082886,1756358211.5462785,21.8,21.8,21.8,-20.5,-7.2,1.4,7.4,0,29.5,-7.2,1.4,57.76888888888889,72.61,67.03222222222222,False,1.0,CIE76
15.164248943328857,1756358211.6438096,22.2,22.2,22.2,-20.7,-7.8,1.6,8.0,0,29.3,-7.8,1.6,56.297777777777775,72.31666666666666,66.2688888888889,False,1.0,CIE76
15.301003456115723,1756358211.780564,22.5,22.5,22.5,-21.2,-7.3,1.4,7.5,0,28.8,-7.3,1.4,55.964444444444446,71.03777777777778,65.40666666666667,False,1.0,CIE76
15.42549991607666,1756358211.9050605,22.0,22.0,22.0,-20.6,-7.6,1.5,7.7,0,29.4,-7.6,1.5,57.08,72.56333333333333,66.64111111111112,False,1.0,CIE76
15.540372371673584,1756358212.019933,21.8,21.8,21.8,-20.6,-7.1,1.3,7.2,0,29.4,-7.1,1.3,57.74666666666667,72.38777777777777,67.05111111111111,False,1.0,CIE76
15.67952036857605,1756358212.159081,21.9,21.9,21.9,-20.6,-7.3,1.4,7.4,0,29.4,-7.3,1.4,57.44444444444444,72.51,66.93555555555555,False,1.0,CIE76
15.80281376838684,1756358212.2823744,22.0,22.0,22.0,-20.6,-7.4,1.4,7.5,0,29.4,-7.4,1.4,57.2,72.33555555555556,66.67444444444445,False,1.0,CIE76
15.926074743270874,1756358212.4056354,21.9,21.9,21.9,-20.5,-7.6,1.6,7.7,0,29.5,-7.6,1.6,57.20444444444444,72.63555555555556,66.58777777777777,False,1.0,CIE76
16.03723692893982,1756358212.5167975,22.1,22.1,22.1,-20.9,-7.1,1.1,7.2,0,29.1,-7.1,1.1,56.86666666666667,71.74333333333334,66.72,False,1.0,CIE76
16.17555522918701,1756358212.6551158,22.5,22.5,22.5,-21.2,-7.5,1.4,7.7,0,28.8,-7.5,1.4,55.72888888888889,71.16888888888889,65.46666666666667,False,1.0,CIE76
16.291138887405396,1756358212.7706995,22.7,22.7,22.7,-21.5,-7.3,1.3,7.4,0,28.5,-7.3,1.3,55.43555555555555,70.41444444444444,65.05333333333333,False,1.0,CIE76
16.420881032943726,1756358212.9004416,22.9,22.9,22.9,-21.6,-7.5,1.6,7.6,0,28.4,-7.5,1.6,54.973333333333336,70.10777777777778,64.12777777777778,False,1.0,CIE76
16.535945892333984,1756358213.0155065,23.2,23.2,23.2,-22.0,-7.2,1.6,7.4,0,28.0,-7.2,1.6,54.53333333333333,69.14333333333333,63.25555555555555,False,1.0,CIE76
16.666815996170044,1756358213.1463766,23.8,23.8,23.8,-22.4,-7.9,2.0,8.1,0,27.6,-7.9,2.0,52.82222222222222,68.57444444444444,61.96888888888889,False,1.0,CIE76
16.805873155593872,1756358213.2854338,23.4,23.4,23.4,-22.2,-7.0,1.4,7.2,0,27.8,-7.0,1.4,54.17777777777778,68.55111111111111,63.132222222222225,False,1.0,CIE76
16.913783311843872,1756358213.393344,23.4,23.4,23.4,-22.1,-7.5,1.9,7.8,0,27.9,-7.5,1.9,53.973333333333336,69.08555555555556,62.76444444444444,False,1.0,CIE76
17.049063682556152,1756358213.5286243,23.3,23.3,23.3,-22.0,-7.5,1.6,7.6,0,28.0,-7.5,1.6,54.093333333333334,69.25,63.39333333333333,False,1.0,CIE76
17.16255807876587,1756358213.6421187,23.0,23.0,23.0,-21.7,-7.5,1.7,7.7,0,28.3,-7.5,1.7,54.79555555555555,69.94666666666667,63.78,False,1.0,CIE76
17.292141437530518,1756358213.771702,22.6,22.6,22.6,-21.4,-7.3,1.4,7.5,0,28.6,-7.3,1.4,55.653333333333336,70.70111111111112,65.11333333333333,False,1.0,CIE76
17.414585828781128,1756358213.8941464,22.4,22.4,22.4,-21.1,-7.5,1.4,7.7,0,28.9,-7.5,1.4,55.86222222222222,71.44666666666667,65.78666666666666,False,1.0,CIE76
17.554786682128906,1756358214.0343473,22.5,22.5,22.5,-21.1,-7.6,1.5,7.7,0,28.9,-7.6,1.5,55.74666666666667,71.33555555555556,65.51555555555555,False,1.0,CIE76
17.661194801330566,1756358214.1407554,22.5,22.5,22.5,-21.2,-7.4,1.2,7.5,0,28.8,-7.4,1.2,55.77777777777778,71.05888888888889,65.75111111111111,False,1.0,CIE76
17.79641079902649,1756358214.2759714,22.5,22.5,22.5,-21.3,-7.3,1.3,7.4,0,28.7,-7.3,1.3,55.77777777777778,70.86,65.41888888888889,False,1.0,CIE76
17.910836219787598,1756358214.3903968,22.3,22.3,22.3,-21.0,-7.4,1.4,7.6,0,29.0,-7.4,1.4,56.32888888888889,71.59444444444445,65.88555555555556,False,1.0,CIE76
18.04549217224121,1756358214.5250528,22.3,22.3,22.3,-21.0,-7.2,1.3,7.3,0,29.0,-7.2,1.3,56.422222222222224,71.34222222222222,66.0188888888889,False,1.0,CIE76
18.19739294052124,1756358214.6769536,22.3,22.3,22.3,-21.0,-7.4,1.5,7.5,0,29.0,-7.4,1.5,56.46222222222222,71.54,65.80222222222223,False,1.0,CIE76
18.292603731155396,1756358214.7721643,22.3,22.3,22.3,-21.1,-7.2,1.1,7.3,0,28.9,-7.2,1.1,56.24888888888889,71.28555555555556,66.10777777777778,False,1.0,CIE76
18.412301301956177,1756358214.891862,22.6,22.6,22.6,-21.4,-7.1,1.3,7.2,0,28.6,-7.1,1.3,55.88444444444445,70.46888888888888,65.08666666666667,False,1.0,CIE76
18.542240858078003,1756358215.0218015,22.7,22.7,22.7,-21.5,-7.3,1.1,7.4,0,28.5,-7.3,1.1,55.18222222222222,70.37,65.27666666666667,False,1.0,CIE76
18.67636275291443,1756358215.1559234,22.6,22.6,22.6,-21.3,-7.4,1.4,7.5,0,28.7,-7.4,1.4,55.60444444444445,70.72555555555556,65.14777777777778,False,1.0,CIE76
18.785693883895874,1756358215.2652545,22.4,22.4,22.4,-21.0,-7.5,1.3,7.7,0,29.0,-7.5,1.3,55.77777777777778,71.49,66.01333333333334,False,1.0,CIE76
18.93415927886963,1756358215.41372,22.2,22.2,22.2,-20.9,-7.5,1.2,7.6,0,29.1,-7.5,1.2,56.23555555555556,71.77,66.35888888888888,False,1.0,CIE76
19.04303479194641,1756358215.5225954,22.7,22.7,22.7,-21.4,-7.5,1.5,7.6,0,28.6,-7.5,1.5,55.36888888888889,70.62444444444445,64.85,False,1.0,CIE76
19.16388201713562,1756358215.6434426,22.6,22.6,22.6,-21.4,-7.4,1.2,7.5,0,28.6,-7.4,1.2,55.29333333333334,70.70777777777778,65.41555555555556,False,1.0,CIE76
19.29529309272766,1756358215.7748537,22.6,22.6,22.6,-21.2,-7.6,1.5,7.7,0,28.8,-7.6,1.5,55.50222222222222,71.11,65.36666666666666,False,1.0,CIE76
19.43443202972412,1756358215.9139926,22.6,22.6,22.6,-21.3,-7.3,1.3,7.4,0,28.7,-7.3,1.3,55.70666666666666,70.74777777777778,65.25,False,1.0,CIE76
19.544585466384888,1756358216.024146,22.5,22.5,22.5,-21.3,-7.1,1.2,7.2,0,28.7,-7.1,1.2,55.93333333333333,70.75333333333333,65.60666666666667,False,1.0,CIE76
19.676555395126343,1756358216.156116,22.5,22.5,22.5,-21.3,-7.0,1.0,7.1,0,28.7,-7.0,1.0,56.035555555555554,70.62,65.74111111111111,False,1.0,CIE76
19.791465044021606,1756358216.2710257,22.5,22.5,22.5,-21.3,-7.0,1.1,7.1,0,28.7,-7.0,1.1,56.07111111111111,70.70444444444445,65.74888888888889,False,1.0,CIE76
19.94855046272278,1756358216.428111,22.3,22.3,22.3,-21.1,-7.1,0.9,7.2,0,28.9,-7.1,0.9,56.16444444444444,71.22111111111111,66.50444444444445,False,1.0,CIE76
20.045641899108887,1756358216.5252025,22.3,22.3,22.3,-21.0,-7.4,1.0,7.5,0,29.0,-7.4,1.0,55.81333333333333,71.44,66.32888888888888,False,1.0,CIE76
20.188562631607056,1756358216.6681232,22.3,22.3,22.3,-21.0,-7.4,1.3,7.5,0,29.0,-7.4,1.3,56.23555555555556,71.53222222222222,66.02444444444444,False,1.0,CIE76
20.289324283599854,1756358216.768885,22.4,22.4,22.4,-21.1,-7.4,1.4,7.5,0,28.9,-7.4,1.4,56.13777777777778,71.31444444444445,65.70333333333333,False,1.0,CIE76
20.434813499450684,1756358216.914374,22.2,22.2,22.2,-21.0,-7.2,1.1,7.3,0,29.0,-7.2,1.1,56.36888888888889,71.45222222222222,66.30777777777777,False,1.0,CIE76
20.54422879219055,1756358217.0237894,22.2,22.2,22.2,-21.1,-7.0,1.3,7.1,0,28.9,-7.0,1.3,56.92444444444445,71.18666666666667,65.89222222222222,False,1.0,CIE76
20.659790515899658,1756358217.1393511,22.3,22.3,22.3,-20.9,-7.6,1.3,7.7,0,29.1,-7.6,1.3,55.95111111111111,71.72888888888889,66.22222222222223,False,1.0,CIE76
20.79293656349182,1756358217.2724972,22.2,22.2,22.2,-20.9,-7.3,1.4,7.5,0,29.1,-7.3,1.4,56.675555555555555,71.73,66.16888888888889,False,1.0,CIE76
20.911514043807983,1756358217.3910747,22.2,22.2,22.2,-20.9,-7.4,1.2,7.5,0,29.1,-7.4,1.2,56.49777777777778,71.87444444444445,66.53555555555556,False,1.0,CIE76
21.048426151275635,1756358217.5279868,22.0,22.0,22.0,-20.9,-6.9,0.9,7.0,0,29.1,-6.9,0.9,57.044444444444444,71.68888888888888,67.03666666666666,False,1.0,CIE76
21.179428815841675,1756358217.6589894,22.2,22.2,22.2,-21.0,-7.0,1.1,7.1,0,29.0,-7.0,1.1,56.724444444444444,71.31444444444445,66.35333333333334,False,1.0,CIE76
21.294100999832153,1756358217.7736616,22.0,22.0,22.0,-20.8,-7.1,1.1,7.2,0,29.2,-7.1,1.1,57.05777777777778,72.00222222222222,66.91222222222223,False,1.0,CIE76
21.44650888442993,1756358217.9260695,22.2,22.2,22.2,-20.8,-7.5,1.6,7.7,0,29.2,-7.5,1.6,56.66222222222222,72.05888888888889,66.07111111111111,False,1.0,CIE76
21.537612438201904,1756358218.017173,22.2,22.2,22.2,-20.9,-7.4,1.2,7.5,0,29.1,-7.4,1.2,56.284444444444446,71.71555555555555,66.46888888888888,False,1.0,CIE76
